OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
538050,43259187,,DEFAULT,1773629124000,1773666408000,firesponse,11.5,11.5,KYKIC,,11.5,,,,,,,,Undetermined,,,,,1773601860000,Type 5 Incident,1775058219000,,,,,,,SACC,,,,,,Caneyville Road,,WF,FI,37.28013,-86.43645,,,{CD1AD9A0-578D-41EC-AA31-E4BD4BFB2315},,0,,,0,,,0,1,260611107,firesponse,100,,,Edmonson,KYKIC,21061,DVF,KYKYS,,Private,Private,,,,,,,SA26,DVF,KYKYS,US-KY,,,,,,2026-KYKYS-260611107,No Decision,,,,1773666462443,1775058305570,0,,,{2EBAF28E-BF7C-4EC6-B5FF-5959C3ADD547},76483ff1-c486-4aa2-86cd-f82fbda838eb,Type 5 Incident,-86.43645,37.28013
538051,43259188,,DEFAULT,1773600720000,,wildcade,65.17,65.17,ARAOC,,,,,,,,,,Undetermined,,,SKFJ,,1773595822000,,,,,,,,,SACC,,,,,,North Fork,,WF,FI,35.645544,-92.962613,,,{24DDCC97-F05C-4C42-ADFC-3BA4ABCB2D7E},,0,1,,0,,,,1,000910,firecode,,,,Pope,ARAOC,05115,USFS,AROZF,,USFS,Federal,,,,,,,SA17B,USFS,AROZF,US-AR,,,,,,2026-AROZF-000910,No Decision,,,,1773666680460,1773666699250,0,,,{12D75672-1532-4586-B147-476A4951AC1F},1fd859fd-f061-4dd5-aec8-0c77a8aa6bc3,,-92.965694,35.639806
538053,43259190,,DEFAULT,1773932400000,,wildcade,673,673,ARAOC,25000,,,,,Minimal,,Spotting,Running,Undetermined,,,SKFL,,1773609480000,,,0,100,0,0,PA,1542,SACC,1773935478000,1773838800000,1773932400000,F,Type 5 IC,MICAWBER,"13 Miles SW from Bristow, OK",WF,FI,35.664722,-96.503611,,,{2B680013-D1E2-4422-8956-959F935E18B8},,0,1,,0,,,0,1,000931,wildcade,100,100,,Creek,ARAOC,40037,,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,Hardwood Litter,Tall Grass (2.5 feet),27,2026-OKOMA-000931,No Decision,,,,1773667253363,1774100530643,0,,,{898CD312-834A-427C-A7BB-C7BA6D360FF7},8c4cd02c-ecc8-4b39-a871-1fa8b992273a,Type 5 Incident,-96.503611,35.664722
538056,43259193,,DEFAULT,1773853200000,1774054800000,wildcade,500,300,ARAOC,15000,,,,,Minimal,,Running,Flanking,Undetermined,,,SKGA,,1773581940000,,,0,100,0,0,PA,1542,SACC,1773855266000,1773766800000,1773853200000,F,Type 4 IC,MOFFET,"1 Miles W from Pawnee, OK",WF,FI,36.515017,-96.8148,,,{76D223B1-E332-4271-A116-3CE8BA0F50B3},,0,1,,0,,,0,1,000932,wildcade,100,100,,Pawnee,ARAOC,40117,,,,Private,Private,,,,,,,SA03,BIA,OKPAA,US-OK,,,Tall Grass (2.5 feet),Brush (2 feet),14,2026-OKPAA-000932,No Decision,,,,1773668417360,1774097121030,0,,,{E7344CE9-7963-4F66-8CBA-A8E4747195FC},8543b92f-393f-4c91-82ad-a3c1d97ac901,Type 4 Incident,-96.8148,36.515017
538060,43259197,,DEFAULT,1773625690000,1773669989000,firesponse,12.71,12.71,KYKIC,,12.71,,,,,,,,Human,Debris and open burning,,,,1773601140000,Type 5 Incident,1774559911000,,,,,,,SACC,,,,,,Hammonsville Road Fire,,WF,FI,37.2802343,-85.8849916,,,{DB8C0589-D619-4975-A3BA-0D29C663325B},,0,,,0,,,0,1,260991106,firesponse,100,,,Hart,KYKIC,21099,DVF,KYKYS,,Private,Private,,,,,,,SA26,DVF,KYKYS,US-KY,,,Short Grass (1 foot),,,2026-KYKYS-260991106,No Decision,,,,1773670018950,1774559948330,0,,,{C8F160E7-9006-4529-B6E4-4607351B11F5},714d495a-6ec3-4f71-938f-f59b942bf0d1,Type 5 Incident,-85.88459413,37.28063896
538061,43259198,,DEFAULT,1773669600000,,wildcade,41,41,ARAOC,,,,,,,,,,Undetermined,,,SKFP,,1773608400000,,,,,,,PA,1542,SACC,,,,,,RED,,WF,FI,36.398104,-96.26636,,,{BD14A4C6-D0D4-47D7-8A48-DB7D787B4525},,0,1,,0,,,,1,000933,INFORM_Inspector,,,,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,,,,2026-OKOSA-000933,No Decision,,,,1773670260040,1773765365870,0,,,{E7A27A60-C24A-48F5-AC57-9D1826BCEEC9},925f9e7f-70e1-46e5-a15f-26177289345b,Type 5 Incident,-96.26636,36.398104
538069,43259206,,DEFAULT,1773442800000,1773511200000,wildcade,88,88,COPBC,,,,,,,,,,Human,,,SKFS,,1773430200000,,,,,,,PR,1542,RMCC,,,,,,East Benedict Creek,,WF,FI,38.307711,-95.861544,,,{F50A796F-AD20-401E-8B7B-27D167B2634A},,0,1,0,0,0,0,,1,000284,wildcade,,,,Coffey,COPBC,20031,USFWS,KSFLR,,USFWS,Federal,,,,,,,RM28,C&L,KSCFX,US-KS,,,,,,2026-KSCFX-000284,No Decision,,,,1773671753477,1774819329790,0,,,{8186BEE6-50BC-49BE-8175-4EAD900FB8A9},f83a1e5b-6ed9-4f26-88fb-04f304e2dbfb,,-95.861544,38.307711
538073,43259211,,DEFAULT,,,ics209,130,,ARAOC,450,,,,,Minimal,,,,Human,,,,,1773410400000,,,0,100,0,0,,,SACC,1773673316000,1773410400000,1773666000000,F,Type 4 IC,Long Ridge,"8 Miles NE from Red Oak, OK",WF,FI,,,,,{1ED423B5-F123-4197-BC2A-BB7276CF342B},,0,,,0,,,0,1,260466,ics209,100,100,,Latimer,ARAOC,40077,,,,Private,Private,Indian,,,22E,23,6N,SA17A,DVF,OKOKS,US-OK,,,Hardwood Litter,,3,2026-OKOKS-260466,No Decision,,,,1773673318470,1773673318470,0,,,{B38912FC-5513-477A-B6BE-3A79A868EF0A},a0ea0bed-40cb-4b96-a05f-68746162ef0b,Type 4 Incident,-94.9619444,34.975
538074,43259210,,DEFAULT,,,ics209,300,,GAGASC,7800,,,,,Extreme,,Group Torching,Short-range Spotting,Human,,,,,1773500400000,,,0,100,0,0,,,SACC,1773673091000,1773509400000,1773619200000,F,Type 5 IC,Jenkins Hunting Rd,"6 Miles E from Milian, GA",WF,FI,,,,,{9B3BBB8E-2D79-4B09-85AE-3144D777C5F1},,0,,,0,,,0,1,042507,ics209,100,100,Milian,Jenkins,GAGASC,13165,,,,Private,Private,,,,,,,SA42,FC,GAGAS,US-GA,,,Timber (Litter and Understory),,5,2026-GAGAS-042507,No Decision,,,,1773673091103,1773673091103,0,,,{C3A738E5-3DB4-4ACE-8331-89F7A1B2DFC5},3cb86947-bf82-47a3-b490-96b211a9892c,Type 5 Incident,-81.9397222,32.7388889
538076,43259212,,DEFAULT,,,wildcade,199,190,PAMACC,1121.75,,,,,Minimal,,Wind Driven Runs,,Undetermined,,,,,1773540000000,,1773792000000,0,100,0,0,,,EACC,1774545549000,1773670500000,1773756900000,F,Type 4 IC,Gauley Mtn Coal Seam,"2 Miles NE from Gauley Bridge, WV",WF,FI,38.185439,-81.171097,,,{44C7EC70-984C-436F-87AB-D2EF6467E2A2},,0,0,0,0,0,0,0,1,000115,ics209,90,100,Gauley Bridge,Fayette,PAMACC,54019,,,,Private,Private,,,,,,,EA17,DVF,WVWVS,US-WV,,,Hardwood Litter,,5,2026-WVWVS-000115,No Decision,,,,1773673447867,1774545549237,0,,,{D52C429A-B77C-4C06-9074-E536CB65BAAF},4766caa8-ec26-47ec-90d4-d84b5d125a42,Type 4 Incident,-81.171097,38.185439
538078,43259215,,DEFAULT,,,ics209,115,,GAGASC,5000,,,,,Minimal,,Isolated Torching,,Undetermined,,,,,1773601200000,,,0,100,0,0,,,SACC,1773700533000,1773662400000,1773700200000,F,Type 5 IC,Rocky Ford,"5 Miles N from Rocky Ford, GA",WF,FI,,,,,{503A7C2E-9A30-4D12-A053-610AE90112C2},,0,,,0,,,0,1,042508,ics209,100,100,Rocky Ford,Bulloch,GAGASC,13031,,,,Private,Private,,,,,,,SA42,FC,GAGAS,US-GA,,,Timber (Litter and Understory),,10,2026-GAGAS-042508,No Decision,,,,1773673679800,1773700533020,0,,,{406058E8-4ACA-4D67-AFCB-638A542DE9CB},09223fd9-4fa6-41ac-8784-3d73264f6c4d,Type 5 Incident,-81.8555556,32.6438889
538081,43259218,,DEFAULT,1773617400000,,wildcade,45,45,ARAOC,,,,,,,,,,Undetermined,,,SKFT,,1773615600000,,,,,,,PA,1542,SACC,,,,,,TRAILER CP,,WF,FI,35.52907,-98.145499,,,{4921F6A2-C146-44EE-90A8-99B53C1E63C5},,0,1,,0,,,,1,000934,firecode,,,,Canadian,ARAOC,40017,,,,Private,Private,,,,,,,SA03,BIA,OKCOA,US-OK,,,,,,2026-OKCOA-000934,No Decision,,,,1773674630017,1773674719303,0,,,{B3E79F01-1B49-4495-88E0-91E5922954A8},28329480-0e8d-44c9-9012-6cb06d5de15f,Type 5 Incident,-98.145499,35.52907
538096,43259233,,DEFAULT,,,wildcade,33.6,33.6,ARAOC,,,,,,,,,,Undetermined,,,SKFX,,1773601500000,,,,,,,PA,1542,SACC,,,,,,MT VIEW BALLFIELD,,WF,FI,35.101667,-98.755833,,,{CB074448-833B-4F65-9E98-4F7A33B6D8D9},,0,1,,0,,,,1,000937,firecode,,,,Kiowa,ARAOC,40075,,,,Private,Private,,,,,,,SA02,BIA,OKANA,US-OK,,,,,,2026-OKANA-000937,No Decision,,,,1773678236077,1773678254143,0,,,{24F6F076-CE23-45A7-AFE7-06565DCA2A0C},12cc651e-4279-42a6-815e-faee46273594,Type 5 Incident,-98.755833,35.101667
538110,43259247,,DEFAULT,1774115421000,1774115440000,firesponse,215,215,KYKIC,4500,215,,,,Minimal,,Running,Flanking,Undetermined,,,,,1773604200000,Type 5 Incident,1774642212000,0,100,0,0,,,SACC,1774133426000,1774094400000,1774123200000,F,Type 5 IC,Bee Hive Road,"5 Miles S from Cornettsville, KY",WF,FI,37.0587282,-83.0808342,,,{9B8958D8-47D4-4ABE-8B73-9C7FF300A1C5},,0,,,0,,,0,1,261931113,firesponse,100,100,,Perry,KYKIC,21193,DVF,KYKYS,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,TL6,Timber (Litter and Understory),Tall Grass (2.5 feet),16,2026-KYKYS-261931113,No Decision,,,,1773680894813,1774642519530,0,,,{D366288A-6DA6-47DE-9EAE-9AD6D93964BC},bf9c83ba-1f6a-4f3e-9fc2-d1155fab2dea,Type 5 Incident,-83.0808342,37.0587282
538111,43259250,,DEFAULT,1773701353000,,firesponse,112,112,TXTIC,,,,,,,,,,Human,Power generation/transmission/distribution,Other (remarks required),,,1773676378000,Type 4 Incident,,,,,,,,SACC,,,,,,Twins,,WF,FI,27.0266,-98.58047,,,{838E1BD7-880D-4CC2-94C2-6739156BF2B8},,0,,,0,,,0,1,262549,firesponse,100,,,Jim Hogg,TXTIC,48247,SFS,TXTXS,,Private,Private,,,,,,,SA16,SFS,TXTXS,US-TX,,,,,,2026-TXTXS-262549,No Decision,,,,1773681283020,1773760586867,0,,,{0232F2B0-1E04-4663-9497-D305641A704D},7a66dada-9ed0-42e2-ad3b-ae5200d2757b,Type 4 Incident,-98.565199,27.022227
538112,43259253,,DEFAULT,1773686127000,1773686143000,firesponse,94,94,KYKIC,,,,,,,,,,Undetermined,,,,,1773577140000,Type 5 Incident,,,,,,,,SACC,,,,,,Sawmill Road,,WF,FI,37.27014,-83.53987,,,{48C024B0-28A9-4EC5-9495-2609888FEB13},,0,,,0,,,0,1,261891092,firesponse,100,,,Owsley,KYKIC,21189,DVF,KYKYS,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,,,,2026-KYKYS-261891092,No Decision,,,,1773681384267,1773686173890,0,,,{3B770A2C-A0C9-4C98-8032-858F26B79B0E},ba580e4a-07c1-4531-b0b3-1f7a032fab8c,Type 5 Incident,-83.53987,37.27014
538114,43259249,,DEFAULT,1773857073000,1773857505000,firesponse,55,55,KYKIC,,,,,,,,,,Undetermined,,,,,1773623100000,Type 5 Incident,,,,,,,,SACC,,,,,,Magoffin County - 148 Charles Bailey Road,,WF,FI,37.7186,-83.0261,,,{F5F4FEFC-EACE-4407-A6D7-BBF1ED9FD32D},,0,,,0,,,0,1,261531147,firesponse,100,,,Magoffin,KYKIC,21153,DVF,KYKYS,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,,,,2026-KYKYS-261531147,No Decision,,,,1773681219907,1774976106620,0,,,{2068D927-084E-4AF5-BB7B-6FE31116003D},365bf296-dbf8-4f69-9bbd-ca0bb3647e78,Type 5 Incident,-83.0261,37.7186
538133,43259269,,DEFAULT,1773701089000,1773835103000,firesponse,70,70,TXTIC,,,,,,,,,,Human,Debris and open burning,Open trash burning,,,1773676974000,Type 5 Incident,,,,,,,,SACC,,,,,,Patton,,WF,FI,28.84025042,-96.85060364,,,{22DE62E1-E41C-4D00-873D-3C731C963615},,0,,,0,,,0,1,262550,firesponse,100,,,Victoria,TXTIC,48469,SFS,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,Hardwood Litter,,,2026-TXTXS-262550,No Decision,,,,1773685343730,1773835149937,0,,,{2228CBED-478F-4CBF-BAFE-4FF0479BC93E},3e97e17f-0195-4124-a575-3eee5760aedf,Type 5 Incident,-96.85060364,28.84025042
538152,43259289,,DEFAULT,,,ics209,100,,ALAIC,1200,,,,,Minimal,,,,Undetermined,,,,,1773605220000,,,0,100,0,0,,,SACC,1773880393000,1773850380000,1773879180000,F,Type 3 IC,South Springhill,"26 Miles E from Gordon, AL",WF,FI,,,,,{CE357474-0119-4FD4-BD37-30454357EBE8},,0,,,0,,,0,1,20260315-6,ics209,100,100,Gordon,Houston,ALAIC,01069,,,,Private,Private,,,,,,,SA39,FC,ALALS,US-AL,,,Brush (2 feet),,,2026-ALALS-20260315-6,No Decision,,,,1773689715237,1773880393157,0,,,{9746F39D-7E78-4D9D-B232-D195BEDB60DF},0070ead4-d9ea-4fda-9cb7-8eb1ecb2bbb9,Type 3 Incident,-85.1288889,31.0888889
538153,43259291,,DEFAULT,,,wildcade,168.61,0.01,LALIC,5490.68,,,,,Minimal,Smoldering,,,Undetermined,,,,,1773669600000,,,0,100,0,0,,,SACC,1773773855000,1773756000000,1773766800000,F,Type 5 IC,Brushy,"5 Miles N from Winnfield, LA",WF,FI,31.014417,-92.903283,,,{C737D33F-57E2-46D2-812A-A3EB69576B88},,0,1,,0,,,0,1,000116,wildcade,100,100,Winnfield,Winn,LALIC,22127,,,,Private,Private,,,,,,,SA19,DOF,LALAS,US-LA,,,Brush (2 feet),,6,2026-LALAS-000116,No Decision,,,,1773689954337,1773773870840,0,,,{DC3FE280-D62E-4728-8DF4-6437E1A32791},8a35779c-6012-423f-8860-dd08a6cc3612,Type 5 Incident,-92.52514,31.99971
538171,43259307,,DEFAULT,1773774000000,,wildcade,64,0.1,MSMIC,,,,,,,,,,Human,,,SKGQ,,1773689820000,,,,,,,P8,,SACC,,,,,,403 A,,WF,FI,30.530145,-88.879724,,,{3049CC29-1D0C-4D26-B87E-39B04873BDCF},,0,1,,0,,,,1,000281,wildcade,,,,Harrison,MSMIC,28047,USFS,MSMNF,,USFS,Federal,,,,,,,SA21B,USFS,MSMNF,US-MS,,,,,,2026-MSMNF-000281,No Decision,,,,1773693509177,1773774200887,0,,,{D1A7D542-38D4-4122-9746-08B385F9BA41},3bf3b139-6d89-4875-9fb7-9b3c083d4906,Type 1 Incident,-88.884589,30.538136
538174,43259311,,DEFAULT,1773699480000,1773779400000,wildcade,16.5,1,UTRFC,,,,,,,,,,Human,,,,,1773691862000,,1773779400000,,,,,,,GBCC,,,,,,LW,,WF,FI,38.979192,-112.399455,,,{6F60BB26-CEB1-47E9-ABD9-DAFB6B3EB0BD},,0,1,,0,,,,1,260043,wildcade,,,,Millard,UTRFC,49027,,,,Private,Private,,,,,,,GB27,DFF,UTSCS,US-UT,,,,,,2026-UTSCS-260043,No Decision,,,,1773694157977,1773779553673,0,,,{16943296-585F-41D7-9E46-297BDDF80C39},663aa21f-6c5a-42da-88df-fba6383921ae,Type 5 Incident,-112.3984,38.98013
538179,43259316,,DEFAULT,,,wildcade,20,20,MTHDC,,,,,,,,,,Human,,,,,1772126880000,,1773677700000,,,,,,,NRCC,,,,,,MT-LG47-000097,,WF,FI,46.567318,-110.855033,,,{4E6B419B-8E94-4B10-A5D3-F184DBA67D40},,0,,,0,,,,1,000097,wildcade,,,,Meagher,MTHDC,30059,,,,Private,Private,,,,,,,NR11,C&L,MTLG47,US-MT,,,,,,2026-MTLG47-000097,No Decision,,,,1773695598507,1773695598507,0,,,{9F1A3D5C-EE9F-4410-905A-C70BE0EE6D7A},f514b7a1-dbfc-4781-af65-a7204f035967,,-110.855033,46.567318
538196,43259331,,DEFAULT,1773716139000,1773795600000,firesponse,200,200,TXTIC,,,,,,Minimal,,,,Human,Other causes,,,,1773694385000,Type 5 Incident,,,,,,,,SACC,,,,,,Stuart Mills,,WF,FI,31.86075285,-96.17773679,,,{DEBC5DA5-7E12-4FBD-B09C-3FEE3BC7883C},,0,,,0,,,0,1,262564,firesponse,100,,,Freestone,TXTIC,48161,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2026-TXTXS-262564,No Decision,,,,1773698572840,1773801304237,0,,,{489F800B-D5AC-4EC4-A7E7-D70D7E61463B},2b9b542c-a8d2-492c-a3d6-d95ab707b42a,Type 5 Incident,-96.15885,31.87465
538206,43259344,,DEFAULT,,,wildcade,115,115,ARAOC,,,,,,,,,,Undetermined,,,SKGW,,1773604800000,,,,,,,PA,1542,SACC,,,,,,CONTINENTAL,,WF,FI,34.405278,-97.51,,,{A545738D-DB2C-44A8-B220-9D7CA02DCDD0},,0,1,,0,,,,1,000942,firecode,,,,Carter,ARAOC,40019,,,,Private,Private,,,,,,,SA03,BIA,OKCHA,US-OK,,,,,,2026-OKCHA-000942,No Decision,,,,1773703247647,1773703299150,0,,,{FC9CBC70-8015-456E-97BD-0BB423D1CE14},17703448-72ee-4365-992a-cf3621cdaca9,Type 5 Incident,-97.51,34.405278
538207,43259343,,DEFAULT,1774307700000,,wildcade,345.5,345.5,ARAOC,65000,,,,,Minimal,,Creeping,Flanking,Undetermined,,,SKGV,,1773604800000,,,0,100,0,0,PA,1542,SACC,1774293094000,1774263600000,1774292400000,F,Type 4 IC,OSWALT ROAD,"3 Miles S from Wilson, OK",WF,FI,34.026944,-97.438889,,,{A96A0B1C-F82C-4F23-B476-0F3598D2F615},,0,1,,0,,,0,1,000941,wildcade,100,100,,Love,ARAOC,40085,,,,Private,Private,,,,,,,SA03,BIA,OKCHA,US-OK,,,Tall Grass (2.5 feet),Timber (Grass and Understory),2,2026-OKCHA-000941,No Decision,,,,1773703120970,1774307755500,0,,,{1B02096E-BF39-4749-835D-08CE5BDB84E6},293c1c0b-e186-4840-b3dd-58180de8c89a,Type 4 Incident,-97.438889,34.026944
538233,43259369,,DEFAULT,,,ics209,304,,ARAOC,4631,,,,,Minimal,,,,Human,,,,,1773684900000,,,0,100,0,0,,,SACC,1773925544000,1773921600000,1773925200000,F,Type 4 IC,High Ground #1,"3 Miles SW from Peggs, OK",WF,FI,,,,,{4317FA0C-36A5-46AB-91E4-083A95CD90BA},,0,,,0,,,0,1,260507,ics209,100,100,Peggs,Cherokee,ARAOC,40021,,,,Private,Private,,,,,,,SA17A,DVF,OKOKS,US-OK,,,Timber (Litter and Understory),,1,2026-OKOKS-260507,No Decision,,,,1773710741580,1773925543963,0,,,{DCE15ECB-065B-47D3-BE2E-E8071784E7B8},6f185972-ec5f-45a4-b493-16f0986e82a2,Type 4 Incident,-95.1430556,36.0280556
538252,43259389,,DEFAULT,,,ics209,850,,ARAOC,11200,,,,,Minimal,,Flanking,Running,Human,,,SKMJ,,1773684900000,,,0,100,0,0,,,SACC,1774014658000,1773851040000,1774013400000,F,Type 4 IC,Little Fourche,"8 Miles NE from Wilburton, OK",WF,FI,,,,,{44B84164-8004-419C-9276-046F290A8726},,0,1,,0,,,0,1,260508,ics209,100,100,,Latimer,ARAOC,40077,,,,Private,Private,Indian,,,20E,23,6N,SA17A,DVF,OKOKS,US-OK,,,Timber (Grass and Understory),Hardwood Litter,2,2026-OKOKS-260508,No Decision,,,,1773726617963,1774014658133,0,,,{02EB8C6F-E7E9-4971-8AE8-01370E47DD83},7d73d79c-e4bf-4318-90fc-230924770887,Type 4 Incident,-95.1716667,34.9902778
538312,43259451,,DEFAULT,1771019700000,1772209620000,wildcade,164,1,MSMIC,,,,,,,,,,Human,,,,,1770915719000,,1773763080000,,,,,,,SACC,,,,,,Range 43 South,,WF,FI,31.564935,-88.722883,,,{D37A77A1-2B58-4724-8AD0-7974154F271E},,0,1,,0,,,,1,000112,wildcade,,,,Forrest,MSMIC,28035,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2026-MSMNF-000112,No Decision,,,,1773763167383,1773766104173,0,,,{E22AED05-951F-453A-9CA2-94FC3B23F15A},5a74ec09-3c95-4eec-bc5c-aa177019f055,Type 4 Incident,-89.153575,31.122935
538320,43259456,,DEFAULT,1773147600000,1773701760000,wildcade,16,1,MSMIC,,,,,,,,,,Undetermined,,,,,1773009720000,,1773701820000,,,,,,,SACC,,,,,,Dry Prong South,,WF,FI,31.14197,-89.12973,,,{EA9D880A-A751-48DF-9891-D3C4CDB2EF76},,0,,,0,,,,1,000261,wildcade,,,,Perry,MSMIC,28111,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2026-MSMNF-000261,No Decision,,,,1773764424920,1773764424920,0,,,{621691C1-15F6-4A47-8FB1-56E66B365658},dc917d78-8b1d-4d92-9deb-76e182602323,,-89.12973,31.14197
538328,43259466,,DEFAULT,,,wildcade,6043,20,FLFIC,225000,,,,,Minimal,,Smoldering,Torching,Natural,,,SKJH,,1773764820000,,,0,100,0,0,P8,0805,SACC,1775256236000,1775166300000,1775248620000,U,Type 4 IC,139,"1 Miles N from WILMA, FL",WF,FI,30.148393,-84.947837,,,{0FB9D6EB-944C-4C4B-B2CD-ED91173AE143},,0,1,0,0,0,0,0,1,000833,ics209,50,100,LIBERTY,Liberty,FLFIC,12077,USFS,FLFNF,,USFS,Federal,,,,,,,SA47,USFS,FLFNF,US-FL,,,Southern Rough,,31,2026-FLFNF-000833,Approved Decision,2000000,Type 4 IC,1774372252000,1773766495793,1775256236830,0,,,{2A91AFC4-7740-4D2C-8A83-D671188EF7B5},707480f2-ce5a-4622-9635-e2422882e2ad,Type 4 Incident,-84.945431,30.152413
538356,43259493,,ICS209,,,wildcade,124.1,0.1,LALIC,3900,,,,,Minimal,Smoldering,Backing,Backing,Undetermined,,,,,1773696000000,,,0,100,0,0,,,SACC,1773954138000,1773876600000,1773953100000,F,Type 5 IC,Long Marsh,"6 Miles SW from DeQuincy, LA",WF,FI,30.4029,-93.605,,,{E368A166-2792-41DA-94D3-649F77E7A335},,0,1,,0,,,0,1,000117,ics209,100,100,DeQuincy,Beauregard,LALIC,22011,,,,Private,Private,,,,,,,SA19,DOF,LALAS,US-LA,,,Timber (Grass and Understory),Medium Logging Slash,1,2026-LALAS-000117,No Decision,,,,1773773989797,1773954137880,0,,,{F5617D44-AE54-4866-BDD2-02599D0BD255},717e9442-d055-4d1e-ba5a-96318a4ef6f6,Type 5 Incident,-93.605,30.4029
538397,43259534,,DEFAULT,1773694200000,1773694500000,wildcade,1191,1191,COPBC,34200,,,,,Minimal,,,,Human,,,,,1771450620000,,1773694800000,0,100,0,0,,,RMCC,1773783269000,1773666000000,1773774000000,F,Type 4 IC,Dutchman,"5 Miles SE from Wilmore, KS",WF,FI,37.283717,-99.14881,,,{29F5AD03-C906-4A26-91A0-156B53A5F1A8},,0,,,0,,,0,1,000289,ics209,100,100,Wilmore,Comanche,COPBC,20033,,,,Private,Private,,,,,,,RM28,C&L,KSCMX,US-KS,,,Short Grass (1 foot),,,2026-KSCMX-000289,No Decision,,,,1773782444327,1773783268870,0,,,{078C822C-D9EC-4EAE-A203-1729AE94A7A3},ab2177d5-1ba8-4b29-bdb7-12e1604e4924,Type 4 Incident,-99.14881,37.283717
538402,43259540,,DEFAULT,1774645200000,1774645800000,wildcade,11.8,0.1,ORCOC,,,,,,,,,,Undetermined,,,SKJN,,1773780840000,,1774647660000,,,,,PN,1542,NWCC,,,,,,0065 RIVERVIEW,,WF,FI,43.718401,-121.495674,,,{756CD8AD-7D25-4AD9-8124-DD84E7D5A553},,0,1,0,0,0,0,,1,000065,wildcade,,,,Deschutes,ORCOC,41017,,,,Private,Private,,,,,,,NW07,DOF,OR955S,US-OR,,,,,,2026-OR955S-000065,No Decision,,,,1773783475407,1774647669243,0,,,{C8DB0322-3D19-4C27-9631-A85BEBA9CE3F},bab985e0-6046-4faf-84a0-641d45f3b3cb,Type 4 Incident,-121.492083,43.722617
538404,43259541,,DEFAULT,1774038600000,1774038600000,wildcade,12.5,4,NMABC,,,,,,,,,,Undetermined,,,,,1773780960000,,1774040400000,,,,,,,SWCC,,,,,,SCHOLLE,,WF,FI,34.432659,-106.431915,,,{EEE64439-C423-43D3-A419-54E344047EFE},,0,1,,0,,,,1,000073,wildcade,,,,Socorro,NMABC,35053,,,,Private,Private,,,,,,,SW11,SF,NMN3S,US-NM,,,,,,2026-NMN3S-000073,No Decision,,,,1773783837600,1774045877410,0,,,{D83ED000-A3D8-453B-BA1C-1FFA17451CBB},b233d0a5-4efe-426e-a9fb-066170f2a636,Type 4 Incident,-106.42744,34.43122
